"","Germplasm","Species","Dataset","Bloom_Days","TA","Fruit_Dim","Flesh_C","Spec_Flesh_Color_b","Spec_Flesh_Color_a","Bulked_Fruit_SSC","Pull_Force","Pit_Lh","Spec_Skin_Color_a","Skin_C_mahogany","Spec_Skin_Color_b","Spec_Skin_Color_L","Bulked_Fruit_Firmness","FreeStone","Perc_Cracking","Fruit_Wt","SSC","Perc_Pitting","Spec_Flesh_Color_L","Pit_Wt","Fruit_Wd2","Pit_Wd1","Harvest_Time","Stem_length","Foliar_PM","Bloom_Time","Fruit_L","Bulked_Fruit_Wt","Harvest_Days","Skin_C_blush","Firmness_1","pH","Fruit_Shape","Harvest_Date","Bloom_Date"
"493","FR3T013","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",110,0.63,2.32,3,NA,NA,16.7,851.5,13.78,NA,4.6,NA,NA,226.2,3.6,0,13.15,16.15,NA,NA,0.56,27.82,9.12,NA,56.91,2,167.06,31.03,12.93,NA,NA,207.9,NA,5,NA,"4/21/2011"
"494","FR3T013","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,0.5,2.47,3,NA,NA,NA,751.5,11.98,NA,4,NA,NA,253.7,5,NA,14.88,17.28,NA,NA,0.5,30.86,10.19,NA,NA,3,192.19,29,NA,NA,NA,251.9,NA,5,NA,"4/20/2012"
"495","FR3T014","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",NA,0.45,-0.82,2.5,NA,NA,17.1,1103.3,11.89,NA,6.3,NA,NA,NA,3.5,NA,10.74,16.3,NA,NA,0.36,22.24,8.9,1065.64,54.76,NA,NA,21.48,NA,188,NA,246.9,5.05,NA,"7/8/2010",NA
"496","FR3T014","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",115,NA,0.34,4.4,NA,NA,13.6,615.9,12.67,NA,5.2,NA,NA,256.5,3,NA,9.38,15.47,NA,NA,0.5,23.75,8.57,914.56,55.02,3,184.83,25.51,9.14,189,NA,253,NA,5,"7/9/2011","4/26/2011"
"497","FR3T014","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,NA,0.82,4,NA,NA,NA,749.5,13.93,NA,4,NA,NA,215,5,NA,9.15,15.6,NA,NA,0.55,27.48,9.79,1004.44,NA,3,202.94,24.36,NA,187,NA,265,NA,5,"7/6/2012","4/21/2012"
"498","FR3T015","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",117,0.81,0.33,2.2,NA,NA,19.3,1009.5,12.58,NA,4.4,NA,NA,400.2,3.8,NA,9.75,17.25,NA,NA,0.56,24.21,9.43,914.56,55.65,3,190.92,25.06,8.83,189,NA,261,NA,2.6,"7/9/2011","4/28/2011"
"499","FR3T015","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",114,0.89,1.11,4,NA,NA,NA,764.8,12.29,NA,4,NA,NA,329.8,4,NA,10.2,21.96,NA,NA,0.5,27.57,9.85,963.06,NA,3,246.19,25.65,NA,184,NA,253.8,NA,5,"7/3/2012","4/24/2012"
"500","FR3T016","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",97,0.78,0.16,4.6,NA,NA,25.6,1012.6,10.56,NA,7,NA,NA,NA,3.2,NA,10.68,19.85,NA,NA,0.32,25.91,9.36,1046.92,55.69,NA,191.08,22.7,NA,187,NA,243.9,3.9,NA,"7/7/2010","4/8/2010"
"501","FR3T016","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",111,0.65,0.55,2,NA,NA,14.6,786.2,11.46,NA,NA,NA,NA,368.7,4.2,NA,10.37,19,NA,NA,0.46,25.8,8.96,891.58,55.72,2,168.58,24.65,9.9,187,NA,245,NA,5,"7/7/2011","4/22/2011"
"502","FR3T016","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,0.72,0.53,3,NA,NA,NA,847.4,9.31,NA,4,NA,NA,232.8,5,NA,9.16,20.48,NA,NA,0.24,27.06,7.73,1004.44,NA,3,202.94,23.38,NA,187,NA,236.6,NA,3,"7/6/2012","4/21/2012"
"503","FR3T017","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,0.96,0.32,4,NA,NA,NA,887.2,11.61,NA,5,NA,NA,346.2,2,NA,9.14,27.44,NA,NA,0.5,26.35,10.31,1004.44,NA,3,192.19,23.07,NA,187,NA,258.2,NA,5,"7/6/2012","4/20/2012"
"504","FR3T018","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",96,0.59,0.28,3.8,3.52,11.6,23.2,988.1,11.57,14.81,6.2,1.04,27.15,NA,3.4,33.33,12.17,23.1,16.67,20.36,0.54,26.93,10.95,944.92,36.71,NA,191,22.35,8.93,179,NA,309.2,4.53,NA,"6/29/2010","4/7/2010"
"505","FR3T018","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",108,0.54,0.24,2,NA,NA,17.5,887.2,12.08,NA,4.4,NA,NA,292.1,4,0,11.4,22.46,12.5,NA,0.62,25.98,9.48,725.42,33.43,3,163.61,23.04,10.24,176,NA,303.3,NA,NA,"6/26/2011","4/19/2011"
"506","FR3T018","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,0.61,2,3,NA,NA,NA,940.2,12.17,NA,3,NA,NA,321.4,3,NA,13.5,19.28,NA,NA,0.6,30.47,11.04,NA,NA,4,172.72,27.14,NA,NA,NA,332.2,NA,NA,NA,"4/17/2012"
"507","FR3T019","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",109,0.67,0.94,4,NA,NA,NA,888.2,10.78,NA,5,NA,NA,255.6,5,NA,10.93,18.22,NA,NA,0.36,28.3,9.47,1004.44,NA,2,181.58,24.18,NA,187,NA,290.7,NA,5,"7/6/2012","4/19/2012"
"508","FR3T020","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",99,0.81,-0.44,4,4.41,11.36,20,919.8,11.42,12.94,6.8,0.88,24.91,NA,2.6,40,11.29,16.28,0,19.42,0.42,24.04,10.06,1014.28,31.11,NA,195.33,21.62,7.81,185,NA,277.1,5.26,NA,"7/5/2010","4/10/2010"
"509","FR3T020","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",110,0.9,0.4,1.3,NA,NA,15.1,962.6,11.77,NA,2.5,NA,NA,301.7,3,25,11.5,16.4,NA,NA,0.56,25,8.9,875.58,38.49,3,167.06,24.67,9.98,186,NA,267.5,NA,5,"7/6/2011","4/21/2011"
"510","FR3T020","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",109,0.63,1.33,3,NA,NA,NA,734.2,11.17,NA,3,NA,NA,267.8,4,NA,11.44,22.74,NA,NA,0.4,28.32,9.82,1004.44,NA,3,181.58,25.96,NA,187,NA,262.6,NA,5,"7/6/2012","4/19/2012"
"511","FR3T021","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",99,0.9,0.18,5,8.1,18.02,20,1396,12.11,9.2,7,0.4,26.09,NA,3.6,30.77,8.59,18.3,7.69,15.63,0.47,25.82,9.56,1105.08,39,NA,195.33,22.88,6.78,190,NA,296.4,3.8,NA,"7/10/2010","4/10/2010"
"512","FR3T021","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",110,0.9,-0.81,4,NA,NA,18.5,1133.9,11.55,NA,5.8,NA,NA,335,3.2,NA,7.83,20.5,9.52,NA,0.42,21.79,8.71,944.14,33.73,3,167.06,21.91,6.17,191,NA,275.1,NA,2.8,"7/11/2011","4/21/2011"
"513","FR3T021","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,0.82,0.85,4,NA,NA,NA,719.9,12.41,NA,5,NA,NA,328.1,5,NA,10.08,20.66,NA,NA,0.54,26.93,10.04,1004.44,NA,4,202.94,25.02,NA,187,NA,331.2,NA,5,"7/6/2012","4/21/2012"
"514","FR3T022","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",113,0.61,-1.06,3,NA,NA,12.4,703.6,10.66,NA,4.6,NA,NA,449.4,3.4,33.33,7.43,18.4,NA,NA,0.5,22.89,9.06,944.14,55.82,2,176.64,19.77,7.23,191,NA,283,NA,3,"7/11/2011","4/24/2011"
"515","FR3T022","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",109,0.96,0.57,3,NA,NA,NA,1012.6,11.45,NA,4,NA,NA,434.3,3,NA,9.47,22.88,NA,NA,0.6,27.08,11.32,1004.44,NA,3,181.58,23.56,NA,187,NA,397.2,NA,5,"7/6/2012","4/19/2012"
"516","FR3T023","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",109,0.9,1.26,3.4,NA,NA,18,1076.8,12.85,NA,4.6,NA,NA,201.9,4.6,7.14,11.5,16.6,7.14,NA,0.43,25.45,8.36,875.58,36,2,165.36,28.23,10.34,186,NA,205.3,NA,5,"7/6/2011","4/20/2011"
"517","FR3T023","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,0.66,2.29,3,NA,NA,NA,719.9,12.43,NA,3,NA,NA,235.1,5,NA,13.45,19.12,NA,NA,0.42,29.57,9.66,1004.44,NA,3,202.94,29.3,NA,187,NA,236.4,NA,5,"7/6/2012","4/21/2012"
"518","FR3T025","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",99,0.86,-0.61,5,-0.55,5.3,25.2,1337.9,11.17,5.42,6,0.28,28.65,NA,4,46.67,9.85,15.7,0,15.47,0.42,23.85,10.29,1002.31,31.81,NA,195.33,20.98,7.89,184,NA,240.5,4.03,NA,"7/4/2010","4/10/2010"
"519","FR3T025","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",110,0.9,-0.22,2.6,NA,NA,18.5,1068.7,11.6,NA,4.2,NA,NA,380.2,4,0,9.37,16.65,4.35,NA,0.44,25.38,9.59,875.58,35.4,2,167.06,21.42,8.75,186,NA,248,NA,2.6,"7/6/2011","4/21/2011"
"520","FR3T025","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,0.71,1.25,4,NA,NA,NA,1214.5,11.15,NA,6,NA,NA,380.2,5,NA,11.78,19.9,NA,NA,0.48,29.01,10.68,1004.44,NA,2,202.94,24.97,NA,187,NA,263.1,NA,5,"7/6/2012","4/21/2012"
"521","FR3T026","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",109,NA,0.91,3,NA,NA,NA,962.6,11.21,NA,5,NA,NA,220.1,3,NA,11.58,17.85,NA,NA,0.42,27.13,9.37,875.58,40.36,2,165.36,25.08,10.41,186,NA,218.9,NA,5,"7/6/2011","4/20/2011"
"522","FR3T026","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,0.62,1.11,3,NA,NA,NA,571,11.65,NA,4.2,NA,NA,266.2,4,NA,11.89,23.34,NA,NA,0.52,28.45,10.88,NA,NA,3,172.72,24.83,NA,NA,NA,233.4,NA,5,NA,"4/17/2012"
"523","FR3T027","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",110,0.77,1.34,3.4,NA,NA,NA,1189,12.35,NA,5.2,NA,NA,203.7,3.2,NA,12.65,18.37,NA,NA,0.48,26.94,8.91,875.58,40.32,2,167.06,27.27,12.85,186,NA,215.1,NA,5,"7/6/2011","4/21/2011"
"524","FR3T027","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,0.78,2.16,4,NA,NA,NA,713.8,11.44,NA,5,NA,NA,274.2,5,NA,13.03,21.42,NA,NA,0.52,30.26,10.2,889.03,NA,2,172.72,28.1,NA,179,NA,239.4,NA,5,"6/28/2012","4/17/2012"
"525","FR3T028","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",113,0.54,-0.22,4,NA,NA,NA,727.1,12.24,NA,7,NA,NA,138.4,5,NA,7.76,21.08,NA,NA,0.42,23.75,9.44,952.33,NA,4,233.25,22.88,NA,183,NA,164.6,NA,4,"7/2/2012","4/23/2012"
"526","FR3T029","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",NA,0.88,-0.31,4,4.91,17.16,18.6,NA,11.48,8.73,6,0.19,25.7,NA,4.2,6.67,7.87,19,0,21.34,0.35,23.11,9.02,1028.94,44.83,NA,NA,23.06,2.37,186,NA,251.6,4.72,NA,"7/6/2010",NA
"527","FR3T029","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",110,0.61,0.3,4,NA,NA,18.3,1076.8,10.3,NA,5.2,NA,NA,177.7,5,NA,8.2,20.1,NA,NA,0.38,23.75,8.65,875.58,53.13,3,167.06,25.33,7.24,186,NA,269,NA,NA,"7/6/2011","4/21/2011"
"528","FR3T029","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",112,0.54,1.48,3,NA,NA,NA,529.2,12.27,NA,5,NA,NA,153.3,5,NA,10.96,18.34,NA,NA,0.36,27.95,8.82,1004.44,NA,3,217,27.03,NA,187,NA,251.4,NA,NA,"7/6/2012","4/22/2012"
"529","FR3T030","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",108,0.77,-0.37,3.2,NA,NA,16.8,852.5,12.5,NA,5.4,NA,NA,272.5,3.4,NA,8.48,19.8,5,NA,0.38,24.65,7.78,875.58,33.66,3,163.61,21.4,8.11,186,NA,226.5,NA,NA,"7/6/2011","4/19/2011"
"530","FR3T030","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",105,0.71,1.02,4,NA,NA,NA,753.6,10.32,NA,5,NA,NA,282.6,3,NA,10.42,20.1,NA,NA,0.4,28.34,9.53,872.83,NA,3,165.67,24.54,NA,178,NA,246.9,NA,NA,"6/27/2012","4/15/2012"
"531","FR3T031","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",108,0.77,0.42,3.6,NA,NA,18.9,919.8,11.85,NA,5,NA,NA,218.2,3.6,12,11.15,18.57,NA,NA,0.44,24.18,8.29,NA,35.34,2,163.61,25.5,9.68,NA,NA,261,NA,2.8,NA,"4/19/2011"
"532","FR3T031","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",104,0.59,0.97,4,NA,NA,NA,515,11.66,NA,6,NA,NA,254.8,3,NA,11.56,20.58,NA,NA,0.44,27.64,9.89,NA,NA,2,158.97,24.92,NA,NA,NA,254.2,NA,5,NA,"4/14/2012"
"533","FR3T032","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",109,NA,0.17,4,NA,NA,15.1,1219.6,11.47,NA,5.4,NA,NA,260,3,0,7.55,17.43,NA,NA,0.48,23.84,8.88,875.58,33.76,2,165.36,24.62,NA,186,NA,266.7,NA,5,"7/6/2011","4/20/2011"
"534","FR3T032","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,0.76,1.41,5,NA,NA,NA,694.4,10.93,NA,5,NA,NA,241,4,NA,10.43,18.58,NA,NA,0.46,27.77,9.94,872.83,NA,3,172.72,26.86,NA,178,NA,288.4,NA,5,"6/27/2012","4/17/2012"
"535","FR3T033","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",108,NA,1.04,4,NA,NA,19.7,522.1,11.54,NA,6,NA,NA,289.9,4.6,NA,9.8,19.9,NA,NA,0.46,25.3,7.29,NA,42.71,3,163.61,27.36,9.71,NA,NA,288,NA,5,NA,"4/19/2011"
"536","FR3T033","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",105,0.72,1.8,4,NA,NA,NA,852.5,12.29,NA,7,NA,NA,315.6,5,NA,12.5,21.64,NA,NA,0.48,29.19,10.21,NA,NA,3,165.67,27.39,NA,NA,NA,280.5,NA,3,NA,"4/15/2012"
"537","FR3T034","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",108,NA,0.61,3,NA,NA,18.2,922.8,12.33,NA,5,NA,NA,294.9,4,14.29,8.75,18.45,NA,NA,0.47,24.3,8.65,875.58,45.57,1,163.61,26.25,8.67,186,NA,277.8,NA,5,"7/6/2011","4/19/2011"
"538","FR3T034","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",NA,0.82,1.47,3,NA,NA,NA,862.7,12.56,NA,3,NA,NA,275.8,4,NA,11.2,21.02,NA,NA,0.48,28.58,9.91,1004.44,NA,1,NA,26.38,NA,187,NA,295.5,NA,5,"7/6/2012",NA
"539","FR3T043","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",96,0.75,-0.06,2.8,8.12,14.49,20.1,748.5,10.49,22.4,4.2,3.9,29.12,NA,4,28,9.19,NA,0,19.1,0.57,26.45,10.3,1014.28,37.75,NA,191,21.19,7.89,185,NA,319.5,3.97,NA,"7/5/2010","4/7/2010"
"540","FR3T043","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",110,0.75,-1.01,1.4,NA,NA,18,1127.8,11.18,NA,2.6,NA,NA,372.7,4,8.33,8.05,18.35,NA,NA,0.54,22.12,9.21,875.58,32.61,2,167.06,20.69,6.32,186,NA,324.7,NA,3.8,"7/6/2011","4/21/2011"
"541","FR3T043","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,0.56,0.73,3,NA,NA,NA,675.1,11.7,NA,3.4,NA,NA,267.8,2,NA,11.14,22.96,NA,NA,0.66,27.27,10.78,NA,NA,3,192.19,24.16,NA,NA,NA,292.4,NA,3.2,NA,"4/20/2012"
"542","FR3T044","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",109,0.88,0.02,3.5,NA,NA,22.2,652.6,12.28,NA,5.5,NA,NA,281.8,4.8,NA,8.6,19.6,25,NA,0.39,23.38,8.8,875.58,47.19,2,165.36,24.37,7.53,186,NA,262.4,NA,2.8,"7/6/2011","4/20/2011"
"543","FR3T044","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,0.75,0.68,4,NA,NA,NA,524.1,11.93,NA,6,NA,NA,266.3,5,NA,8.6,22.8,NA,NA,0.4,25.78,9.42,1004.44,NA,2,192.19,25.24,NA,187,NA,254.7,NA,3,"7/6/2012","4/20/2012"
"544","FR3T046","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",110,0.56,0.14,3.8,NA,NA,15.9,958.5,9.71,NA,5,NA,NA,200.7,4,6.25,8.75,15.23,6.25,NA,0.42,24.58,8.06,NA,39.38,2,167.06,23.83,9.49,NA,NA,248.1,NA,4.4,NA,"4/21/2011"
"545","FR3T046","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",108,0.46,0.83,4,NA,NA,NA,833.1,10.19,NA,5,NA,NA,246.1,4,NA,10.43,18.14,NA,NA,0.38,28.17,9.51,NA,NA,3,178.25,23.78,NA,NA,NA,241.8,NA,5,NA,"4/18/2012"
"546","FR3T047","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",110,0.6,-0.89,2.2,NA,NA,18.2,638.3,10.64,NA,3.4,NA,NA,200.9,4.6,NA,8.53,19.15,40,NA,0.33,21.27,7.18,NA,44.54,2,167.06,22.01,6.02,NA,NA,257.5,NA,3,NA,"4/21/2011"
"547","FR3T047","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,0.58,-0.07,5,NA,NA,NA,513.9,11.89,NA,4.2,NA,NA,230.2,2,NA,7.7,19.64,NA,NA,0.4,24.04,8.96,NA,NA,3,192.19,23.35,NA,NA,NA,231.8,NA,1,NA,"4/20/2012"
"548","FR3T050","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",96,0.73,0.01,3.4,2.19,11.65,24.5,821.9,11.74,12.38,6,1.75,27.16,NA,3,0,8.71,23.75,0,17.94,0.47,24.99,10.43,990.17,41.61,NA,191,22.83,8.26,183,NA,296.9,4.21,NA,"7/3/2010","4/7/2010"
"549","FR3T050","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",108,0.6,-0.09,3.8,NA,NA,17.6,958.5,12.36,NA,5.4,NA,NA,290.7,3.2,NA,8.6,21.3,NA,NA,0.44,24.72,8.9,875.58,48.26,2,163.61,22.64,9.61,186,NA,298.5,NA,5,"7/6/2011","4/19/2011"
"550","FR3T050","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",NA,0.56,0.31,4,NA,NA,NA,812.7,12.04,NA,5.4,NA,NA,285.7,4,NA,9.18,21.24,NA,NA,0.52,25.52,10.72,NA,NA,3,NA,23.77,NA,NA,NA,301.9,NA,2.6,NA,NA
"551","FR3T056","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",98,NA,0.31,5,-0.76,2.52,26.9,987.1,11.4,4.84,7,-0.98,27.01,NA,3,0,9.73,23.55,0,18.27,0.38,26.04,9.3,944.92,32.17,NA,191.94,23.3,8.71,179,NA,224.7,NA,NA,"6/29/2010","4/9/2010"
"552","FR3T056","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",109,0.42,0.73,3,NA,NA,NA,976.9,11.3,NA,6,NA,NA,249.5,5,0,10.46,20.75,8.7,NA,0.44,27.74,9.59,742.28,35.75,0,165.36,23.73,9.71,177,NA,219.1,NA,5,"6/27/2011","4/20/2011"
"553","FR3T056","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",NA,0.47,1.12,3.8,NA,NA,NA,817.8,11.56,NA,4.4,NA,NA,210.8,4.8,NA,11.53,19.86,NA,NA,0.45,28.04,9.52,801.39,NA,1,NA,25.25,NA,172,NA,209.4,NA,5,"6/21/2012",NA
"554","FR3T057","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",NA,NA,-0.2,5,-0.88,4.27,21.9,967.7,11.54,5.96,7,0.22,13.89,NA,4,46.67,8.13,19.73,0,26.2,0.46,24.84,9.75,899.25,39.52,NA,NA,21.99,6.74,176,NA,255.5,NA,NA,"6/26/2010",NA
"555","FR3T057","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",110,0.65,0.22,4,NA,NA,NA,1129.8,11.81,NA,5,NA,NA,395.3,3.8,0,8.66,17.3,6.67,NA,0.46,25.81,9.95,742.28,38.94,3,167.06,23.09,7.69,177,NA,332.2,NA,5,"6/27/2011","4/21/2011"
"556","FR3T057","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",107,0.7,0.92,4,NA,NA,NA,717.9,9.55,NA,6,NA,NA,372.5,3,NA,10.1,21.8,NA,NA,0.4,27.83,9.17,815.14,NA,3,172.72,24.51,NA,173,NA,382.7,NA,5,"6/22/2012","4/17/2012"
"557","FR3T058","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",108,0.9,0.47,2.8,NA,NA,17.9,1073.8,11.69,NA,3.4,NA,NA,250.4,4.4,20,11.33,20.25,NA,NA,0.5,25.95,8.88,875.58,51.62,2,163.61,24.1,11.5,186,NA,285.4,NA,2,"7/6/2011","4/19/2011"
"558","FR3T058","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,0.72,2.01,3,NA,NA,NA,735.2,11.92,NA,4,NA,NA,183.9,4,NA,13.32,23.44,NA,NA,0.5,30.22,9.93,952.33,NA,2,202.94,27.44,NA,183,NA,260,NA,3,"7/2/2012","4/21/2012"
"559","FR3T070","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",98,0.82,-0.09,3,6,16.6,21.8,NA,11.76,19.56,4.4,2.99,28.66,NA,3,60,9.61,20.17,4,23.26,0.52,25.43,10.1,1242.42,38.87,NA,191.94,22.01,7.38,199,NA,325,3.91,NA,"7/19/2010","4/9/2010"
"560","FR3T070","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",110,0.56,0.23,2,NA,NA,17.3,445.6,12.39,NA,6.2,NA,NA,NA,3,0,10.46,19.8,0,NA,0.54,24.59,9.09,1087.61,41.05,2,167.06,24.22,9.42,201,NA,291.1,NA,3,"7/21/2011","4/21/2011"
"561","FR3T070","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",111,0.78,0.74,3,NA,NA,NA,479.3,11.66,NA,5,NA,NA,246.7,4,NA,10.36,20.76,NA,NA,0.58,27.48,10.73,NA,NA,4,202.94,24.01,NA,NA,NA,293,NA,2.6,NA,"4/21/2012"
"562","FR42T001","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",109,NA,-2.42,4,NA,NA,19.6,473.1,11.01,NA,6,NA,NA,191.7,4,100,4.25,19.6,NA,NA,0.42,18.34,8.03,760.03,42.31,3,165.36,17.56,4.25,178,NA,191.7,NA,5,"6/28/2011","4/20/2011"
"563","FR42T003","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",105,0.74,2.07,3,NA,NA,NA,826,13.33,NA,5,NA,NA,319.7,4,NA,13.84,22.94,NA,NA,0.64,31.17,11.69,872.83,NA,4,165.67,26.84,NA,178,NA,258.8,NA,5,"6/27/2012","4/15/2012"
"564","FR42T005","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",106,NA,-0.04,2,NA,NA,NA,728.1,12.52,NA,3,NA,NA,133.5,3,NA,NA,25.5,NA,NA,0.5,23.77,10.36,1064.44,NA,4,170.75,23.71,NA,190,NA,NA,NA,3,"7/9/2012","4/16/2012"
"565","FR42T007","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",109,0.71,1.43,3,NA,NA,NA,759.7,11.02,NA,3,NA,NA,229.8,3,NA,12.51,22.74,NA,NA,0.42,28.99,9.74,872.83,NA,4,181.58,25.86,NA,178,NA,225.8,NA,3.8,"6/27/2012","4/19/2012"
"566","FR42T045","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",115,0.4,0.03,4,NA,NA,NA,633.2,11.22,NA,5,NA,NA,222.6,4,NA,8.26,20.86,NA,NA,0.38,25.13,8.93,862.47,NA,5,256.36,22.83,NA,177,NA,230.4,NA,3,"6/26/2012","4/25/2012"
"567","FR42T048","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",108,NA,-0.58,3,NA,NA,NA,567,9.34,NA,3,NA,NA,269.3,4,0,6.6,15.1,NA,NA,0.28,22.09,7.1,725.42,29.28,4,163.61,22.72,6.6,176,NA,285,NA,3,"6/26/2011","4/19/2011"
"568","FR42T048","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,0.75,0.24,4,NA,NA,NA,593.5,9.51,NA,4.6,NA,NA,213.8,5,NA,9.1,18.48,NA,NA,0.32,26.59,9.39,872.83,NA,3,192.19,22.47,NA,178,NA,216.3,NA,2,"6/27/2012","4/20/2012"
"569","FR47T058","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",109,1,1.52,3,NA,NA,NA,633.2,12.07,NA,5,NA,NA,245.9,4,NA,12.61,21.56,NA,NA,0.52,29.72,10.86,963.06,NA,4,181.58,25.62,NA,184,NA,238.2,NA,2,"7/3/2012","4/19/2012"
"570","FR47T059","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",109,0.88,0.9,3,NA,NA,NA,629.2,11.48,NA,5,NA,NA,269.7,4,NA,10.32,17.5,NA,NA,0.45,28.03,9.76,963.06,NA,4,181.58,24.23,NA,184,NA,269.7,NA,2,"7/3/2012","4/19/2012"
"571","FR5T019","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",108,0.69,0.32,3,NA,NA,NA,1197.1,12.54,NA,5,NA,NA,323.4,3,0,9.16,17.23,NA,NA,0.48,26.94,9.77,742.28,35.52,3,163.61,22.54,7.84,177,NA,265,NA,3.2,"6/27/2011","4/19/2011"
"572","FR5T019","Prunus avium","Sweet_cherry_CRS_phenotyping_2012",110,0.55,0.39,4,NA,NA,NA,641.4,11.33,NA,6,NA,NA,286.6,4,NA,8.76,20.28,NA,NA,0.42,26.65,9.81,872.83,NA,4,192.19,23.14,NA,178,NA,299.8,NA,2.6,"6/27/2012","4/20/2012"
"573","FR5T021","Prunus avium","Sweet_cherry_CRS_phenotyping_2010",NA,NA,1.38,2,8.1,18.97,20.4,1029.9,11.62,13.26,3,0.78,27.83,NA,2,NA,12.59,20.4,NA,20.22,0.47,29.83,9.94,NA,53.01,NA,NA,24.83,12.59,NA,NA,214.9,NA,NA,NA,NA
"574","FR5T021","Prunus avium","Sweet_cherry_CRS_phenotyping_2011",107,0.68,0.36,2,NA,NA,NA,988.1,11.32,NA,3.6,NA,NA,316,2,NA,11.59,15.78,NA,NA,0.4,27.55,9.7,742.28,43.18,3,162.86,22.18,8.76,177,NA,234,NA,3.4,"6/27/2011","4/18/2011"
